Instance,Terminal,Layer,X location,Y location,Voltage
TAP_TAPCELL_ROW_2_23,VPWR,li1,18.6300,18.7330,1.800000
TAP_TAPCELL_ROW_1_22,VPWR,li1,31.5100,13.9060,1.800000
TAP_TAPCELL_ROW_0_21,VPWR,li1,31.5100,13.2930,1.800000
TAP_TAPCELL_ROW_0_20,VPWR,li1,18.6300,13.2930,1.800000
PHY_EDGE_ROW_9_Left_19,VPWR,li1,6.2100,35.3600,1.799968
PHY_EDGE_ROW_8_Left_18,VPWR,li1,6.2100,35.3600,1.799968
PHY_EDGE_ROW_7_Left_17,VPWR,li1,6.2100,29.9200,1.799848
PHY_EDGE_ROW_6_Left_16,VPWR,li1,6.2100,29.9200,1.799848
PHY_EDGE_ROW_5_Left_15,VPWR,li1,6.2100,24.4800,1.799957
PHY_EDGE_ROW_4_Left_14,VPWR,li1,6.2100,24.4800,1.799957
PHY_EDGE_ROW_3_Left_13,VPWR,li1,6.2100,19.0400,1.800000
PHY_EDGE_ROW_2_Left_12,VPWR,li1,6.2100,19.0400,1.800000
PHY_EDGE_ROW_1_Left_11,VPWR,li1,6.2100,13.6000,1.800000
PHY_EDGE_ROW_0_Left_10,VPWR,li1,6.2100,13.6000,1.800000
PHY_EDGE_ROW_9_Right_9,VPWR,li1,43.4700,35.3600,1.799969
PHY_EDGE_ROW_8_Right_8,VPWR,li1,43.4700,35.3600,1.799969
PHY_EDGE_ROW_7_Right_7,VPWR,li1,43.4700,29.9200,1.799825
PHY_EDGE_ROW_6_Right_6,VPWR,li1,43.4700,29.9200,1.799825
PHY_EDGE_ROW_5_Right_5,VPWR,li1,43.4700,24.4800,1.799921
PHY_EDGE_ROW_4_Right_4,VPWR,li1,43.4700,24.4800,1.799921
PHY_EDGE_ROW_3_Right_3,VPWR,li1,43.4700,19.0400,1.800000
PHY_EDGE_ROW_2_Right_2,VPWR,li1,43.4700,19.0400,1.800000
PHY_EDGE_ROW_1_Right_1,VPWR,li1,43.4700,13.6000,1.800000
PHY_EDGE_ROW_0_Right_0,VPWR,li1,43.4700,13.6000,1.800000
_9_,VPWR,li1,36.3400,24.4800,1.799926
_8_,VPWR,li1,14.7200,24.4800,1.799957
_7_,VPWR,li1,34.7300,24.4800,1.799932
_6_,VPWR,li1,21.3900,35.3600,1.799972
_5_,VPWR,li1,12.4200,29.9200,1.799854
_4_,VPWR,li1,14.9500,35.3600,1.799968
_3_,VPWR,li1,17.2500,35.3600,1.799969
_2_,VPWR,li1,20.4700,24.4800,1.799964
